Food,Protein,TotalFat,SaturatedFat,Cholesterol,Iron,Sodium,Potassium,Magnesium,Phosphorus,VitaminA,VitaminD,VitaminB12,VitaminE,Riboflavin,Calcium,Thiamin,VitaminC,,,,
,g,g,g,mg,mg,mg,mg,mg,mg,RAE,µg,µg,mg,mg,mg,mg,mg,,,,
Pear with skin,1,,,,0.3,2,198,12,18,2,,0,,,15,,7,,,,
"Pear, canned halves, juice pack",,,,,0.4,5,126,9,16,0,,0,,,12,,2,,,,
"Pear, canned halves, light syrup pack",,,,,0.4,7,88,5,9,0,,0,,,7,,2,,,,
"Pear, canned halves, water pack",,,,,0.3,3,68,5,9,0,,0,,,5,,1,,,,
"Pineapple, canned, juice pack",1,,,,0.4,1,160,18,8,3,,0,,,18,,12,,,,
"Pineapple, cubes",,,,,0.2,1,88,10,7,2,,0,,,11,,46,,,,
"Plantain, baked or boiled, sliced",1,,,,0.5,4,378,26,23,37,,0,,,2,,9,,,,
Plum,,,,,0.1,0,104,5,11,11,,0,,,4,,6,,,,
Pomegranate (9.5cm diam),1,,,,0.2,2,200,2,6,2,,0,,,2,,5,,,,
"Prunes, dried",1,,,,0.2,1,184,10,17,10,,0,,,11,,,,,,
"Prunes, dried, cooked, without added sugar",1,,,,0.3,1,202,11,19,11,,0,,,12,,2,,,,
Raisins,1,,,,0.7,4,275,12,37,0,,0,,,18,,1,,,,
Raspberries,1,,,,0.4,1,98,14,19,1,,0,,,16,,17,,,,
"Rhubarb, frozen, cooked, with added sugar",,,,,0.3,1,122,15,10,5,,0,,,184,,4,,,,
Strawberries,1,,,,0.4,1,129,11,20,1,,0,,,13,,49,,,,
"Strawberries, frozen, unsweetened",1,,,,0.9,2,173,13,15,2,,0,,,19,,48,,,,
Tangerine (mandarin),1,,,,0.1,2,139,10,17,11,,0,,,31,,22,,,,
"Tangerine (mandarin), canned, juice pack, drained",1,,,,0.3,5,136,11,11,25,,0,,,12,,34,,,,
"Apple juice, ready-to-drink, vitamin C added",,,,,0.5,4,150,4,9,0,,0,,,9,,52,,,,
"Cranberry juice cocktail, ready-to-drink, vitamin C added",0,,,,0.2,3,24,3,3,0,,0,,,4,,48,,,,
"Cranberry juice, unsweetened, ready-to-drink",1,,,,0.3,3,103,8,17,3,,0,,,11,,12,,,,
"Cranberry-apple juice-drink, ready-to-drink, low Calorie, vitamin C added",,0,,,0.1,6,57,4,1,1,,0,,,13,,41,,,,
"Grape juice, frozen, sweetened, diluted, vitamin C added",,,,,0.1,3,28,5,5,0,,0,,,5,,20,,,,
"Grape juice, ready-to-drink, vitamin C added",1,,,,0.3,4,174,13,15,0,,0,,,12,,32,,,,
"Grapefruit juice, ready-to-drink unsweetened or freshly squeezed",1,,,,0.3,1,206,14,17,1,,0,,,10,,44,,,,
"Grapefruit juice, ready-to-drink, sweetened",1,,,,0.5,3,214,13,15,0,,0,,,11,,36,,,,
"Lemon juice, canned or bottled",,,,,,3,16,1,1,,,0,,,2,,4,,,,
"Lime juice, canned or bottled",,,,,,2,12,1,2,,,0,,,2,,1,,,,
"Nectar, apricot",,,,,0.5,4,151,7,12,88,,0,,,9,,44,,,,
"Nectar, mango",,,,,0.5,7,32,4,3,46,,0,,,23,,20,,,,
"Orange and grapefruit juice, ready-to-drink",1,,,,0.6,4,206,13,18,8,,0,,,10,,38,,,,
"Orange juice, frozen, diluted",1,,,,0.1,1,250,13,21,7,,0,,,12,,51,,,,
"Orange juice, ready-to-drink",1,,,,0.2,1,250,14,14,5,,0,,,13,,43,,,,
"Orange juice, ready-to-drink, refrigerated, vitamin D and calcium added",1,,,,0.2,1,250,14,14,5,,0,,,185,,43,,,,
"Orange, strawberry and banana juice, ready-to-drink",1,,,,0.3,5,124,12,15,1,,0,,,14,,31,,,,
"Pineapple juice, ready-to-drink, vitamin C added",,,,,0.3,1,177,17,11,0,,0,,,22,,32,,,,
"Pomegranate juice, ready-to-drink",0,0,,,0,5,215,,,0,,0,,,0,,0,,,,
"Prune juice, ready-to-drink",1,,,,1.6,5,373,19,34,0,,0,,,16,,6,,,,
"Milk shake, chocolate",6,6,4.1,23,0.5,170,351,30,179,46,1.5,0.6,,0.43,198,0.1,1,,,,
"Milk shake, vanilla",6,5,3.3,19,0.2,144,305,21,179,65,1.6,0.63,,0.32,214,0.1,1,,,,
French fries,3,12,5,11,1,124,541,25,101,2,0,0.09,,0.03,12,0.1,4,,,,
Garlic Bread,5,8,1.3,0,1.3,384,65,14,56,74,1,0.01,,0.17,40,0.2,,,,,
"Onion rings, breaded and fried",4,16,7,14,0.8,430,129,16,86,1,,0.12,,0.1,73,0.1,1,,,,
"Zucchini, breaded and fried, sticks",1,5,0.5,5,0.2,44,81,6,36,8,0.1,0.05,0,0.06,18,,3,,,,
"Breakfast bagel, with ham, egg and cheese",27,18,7.8,243,4.1,1259,262,40,397,181,,1.39,,0.6,185,0.7,0,,,,
"Breakfast biscuit with egg, cheese and bacon",16,31,11.4,261,2.5,1260,230,20,459,,1,1.05,,0.43,164,0.3,2,,,,
"Breakfast English muffin with egg, cheese and bacon",17,13,4.7,234,2.4,729,199,23,270,177,1.1,0.67,,0.45,151,0.5,2,,,,
"Cheeseburger, double patty + condiments + vegetables",30,35,12.8,93,4.7,921,390,36,349,,0.7,2.07,,0.43,169,0.6,3,,,,
"Cheeseburger, single patty, plain",15,15,6.5,50,2.4,500,164,21,196,,0.3,0.97,,0.4,141,0.4,0,,,,
"Chicken sandwich, breaded chicken + condiments + vegetables",29,39,12.4,78,3.6,1238,333,43,406,164,0.4,0.46,,0.46,258,0.4,3,,,,
"Chicken sandwich, grilled chicken + condiments + vegetables",33,12,2.2,78,2.1,330,449,37,36,23,0.2,0.41,1.4,0.24,70,0.2,2,,,,
Donair / Gyro,22,7,2.8,49,3.1,361,404,40,223,22,0.4,1.82,0,0.41,98,0.5,6,,,,
Fish sandwich with breaded fish,21,29,8.1,68,3.5,939,353,37,311,,0.9,1.08,,0.42,185,0.5,3,,,,
"Hamburger, double patty + condiments",32,32,12,103,5.5,742,527,45,284,,0.7,3.33,,0.41,92,0.3,1,,,,
"Hamburger, single patty, plain",12,12,4.1,35,2.4,387,145,19,103,0,0.3,0.89,,0.27,63,0.3,0,,,,
"Submarine sandwich (6 inches), vegetarian",7,4,0.8,0,2.7,529,236,27,88,25,0,0,,0.21,77,0.3,20,,,,
"Submarine sandwich (6 inches), with cold cuts",22,19,6.8,36,2.5,1651,394,68,287,71,0.2,1.09,,0.8,189,1,12,,,,
"Submarine sandwich (6 inches), with grilled/roasted chicken",24,16,2.8,47,3,722,437,44,104,37,0.1,0.2,2,0.3,81,0.4,12,,,,
"Submarine sandwich (6 inches), with tuna",30,28,5.3,49,2.6,1293,335,79,220,46,0.3,1.61,,0.33,74,0.5,4,,,,
"Veggie burger, single patty + condiments + vegetables",19,19,2.9,5,3.1,671,233,25,278,22,,1.8,1.9,0.56,86,0.8,3,,,,
"Wrap sandwich, chicken ranch",32,25,6.7,77,3.3,847,544,50,235,50,0.3,0.47,,0.37,134,0.5,12,,,,
Beef and broccoli stir fry,24,15,3.5,58,2.8,433,473,35,189,90,0.4,2,,0.3,48,0.1,59,,,,
Chicken almond guy ding,22,15,1.6,42,1.7,510,591,61,123,14,0.3,0.29,0,0.22,58,0.1,7,,,,
Chicken chow mein,21,9,1.6,51,1.7,982,423,35,191,17,0.1,0.26,0,0.22,38,0.1,8,,,,
Chicken fried rice,12,13,1.8,99,1.3,797,169,28,139,59,0.3,0.42,,0.2,36,0.1,4,,,,
Egg roll,5,6,1.2,35,0.8,249,121,9,53,17,0.1,0.19,,0.13,14,0.2,2,,,,
General Tao/Tso chicken,50,62,11,163,2.2,1285,476,47,340,38,0.5,0.56,0,0.32,39,0.1,11,,,,
Hot and sour soup,17,8,2.8,36,1.8,1596,383,20,192,2,0.6,0.45,0,0.25,45,0.3,1,,,,
Sweet and sour chicken balls,9,10,2.7,46,1,390,90,13,23,18,0.1,0.17,0,0.12,24,0.1,1,,,,
Won ton soup,15,7,2.4,53,1.8,810,339,23,159,74,0.3,0.49,0,0.27,37,0.4,2,,,,
Pizza with cheese (medium - 12 inches),9,8,3.4,14,2,515,180,19,161,32,0.1,0.13,2.2,0.25,171,0.2,4,,,,
Pizza with cheese and pepperoni (medium - 12 inches),11,9,4.2,21,1.7,340,157,18,182,37,0.1,0.2,2,0.27,187,0.2,2,,,,
Pizza with cheese and vegetables (medium - 12 inches),8,7,3,12,1.9,482,201,19,147,31,0.1,0.11,1.9,0.24,154,0.2,11,,,,
"Pizza with cheese, meat and vegetables (medium - 12 inches)",11,12,4.8,24,2.1,629,237,21,168,31,0.2,0.24,2,0.26,159,0.2,11,,,,
"Chicken, breaded and fried (pieces)",22,17,4.6,85,1.3,286,181,20,151,0,0,0.27,,0.19,20,0.1,0,,,,
"Chicken, breaded and fried, boneless (nuggets)",15,18,3.9,53,0.8,551,251,24,277,5,,0.32,,0.2,13,0.1,1,,,,
Chili con carne,26,9,3.6,142,5.5,1064,730,48,209,88,0.4,1.2,,1.2,72,0.1,2,,,,
Corndog (PogoTM),17,19,5.2,79,6.2,973,263,18,166,60,1.2,0.44,,0.7,102,0.3,0,,,,
"Hot-dog, plain",10,15,5.1,44,2.3,670,143,13,97,0,0.6,0.51,,0.27,24,0.2,,,,,
"Beef or chicken, broth/bouillon",3,1,0.3,0,0.4,827,137,5,33,0,,0.18,,,15,,0,,,,
"Chicken noodle, chunky, READY-TO-SERVE",13,6,1.5,20,1.5,898,114,10,76,71,,0.33,,,25,,0,,,,
"Chicken noodle, low fat, reduced salt, READY-TO-SERVE",9,2,1,13,0,501,,,,,,,,,21,,0,,,,
"Clam chowder, Manhattan, READY-TO-SERVE",8,4,2.2,15,2.8,1057,406,20,89,178,,8.37,,,71,,13,,,,
"Minestrone, chunky, READY-TO-SERVE",5,3,1.6,5,1.9,913,647,15,117,226,,0,,,63,,5,,,,
"Split pea with ham, chunky, READY-TO-SERVE",12,4,1.7,8,2.3,1019,322,41,188,259,,0.25,,,36,,7,,,,
"Beef noodle, READY-TO-SERVE",5,3,1.2,5,1.2,1005,106,5,49,8,,0.21,,,15,,,,,,
"Chicken broth, READY-TO-SERVE",5,1,0.4,0,0.5,806,218,3,76,0,,0.25,,,10,,0,,,,
"Chicken noodle, READY-TO-SERVE",4,3,0.7,8,0.8,1169,59,5,38,38,,0.15,,,18,,,,,,
"Cream of mushroom, READY-TO-SERVE",2,9,2.6,3,0.5,931,106,5,52,15,,0.05,,,49,,1,,,,
"Tomato soup, READY-TO-SERVE",2,2,0.4,0,1.9,735,278,8,36,26,,0,,,13,,3,,,,
"Tomato soup, reduced salt, READY-TO-SERVE",2,2,0.4,0,1.9,52,278,8,36,44,,0,,,13,,70,,,,
"Clam chowder, New England, CONDENSED, DILUTED WITH 2% MILK",10,5,1.9,16,1.6,1051,320,26,168,71,,10.85,,,202,,4,,,,
"Cream of chicken, CONDENSED, DILUTED WITH 2% MILK",8,10,3.7,21,0.7,1108,293,21,162,86,,0.58,,,194,,1,,,,
"Cream of mushroom, CONDENSED, DILUTED WITH 2% MILK",6,13,4.2,10,0.6,983,288,24,168,86,,0.52,,,191,,2,,,,
"Cream of mushroom, reduced salt, CONDENSED, DILUTED WITH 2% MILK",6,5,2.4,14,0.7,562,691,21,189,74,,0.5,,,168,,,,,,
"Cream of tomato, CONDENSED, DILUTED WITH 2% MILK",6,5,1.9,10,1.9,802,480,26,160,69,,0.47,,,173,,4,,,,
"Chicken noodle, dehydrated",2,1,0.3,10,0.5,581,33,8,30,3,,0.05,,,5,,0,,,,
"Minestrone, dehydrated",5,2,0.9,3,1.1,1084,360,8,64,16,,0,,,40,,1,,,,
"Onion soup, dehydrated",1,1,0.1,0,0.2,897,68,5,31,0,,0,,,13,,,,,,
"Ramen noodles, chicken flavour, cooked",3,8,3.5,0,1.2,792,,,,72,,,,,,,0,,,,
"Tomato soup, dehydrated",2,1,0.4,0,0.6,1154,104,20,31,10,,0,,,8,,6,,,,
"Chicken noodle, homemade",19,3,0.7,64,1.1,336,302,30,168,136,,0.22,,,26,,3,,,,
"Cream of vegetable, homemade",5,2,0.7,2,0.6,586,287,11,95,99,,0.31,,,53,,3,,,,
"French onion soup, homemade",10,6,2.9,13,1.5,904,204,25,157,30,,0.58,,,159,,2,,,,
"Lentil soup, homemade",12,5,0.4,0,3.3,654,365,41,171,45,,0,,,41,,6,,,,
"Split pea with ham soup, homemade",13,2,0.6,7,1.9,312,437,50,176,56,,0.04,,,39,,2,,,,
Air-popped popcorn,1,,,0,0.2,,25,11,25,1,,0,,,1,,0,,,,
Caramel-coated popcorn,1,5,1.3,2,0.6,77,41,13,31,1,,,,,16,,0,,,,
"Microwave, low fat and reduced salt popcorn",1,1,0.1,0,0.2,39,19,12,21,,,0,,,1,,0,,,,
"Oil-popped, regular and microwaved popcorn",1,3,0.6,0,0.3,103,26,13,29,1,,0,,,1,,,,,,
"Corn-based puffs or twists, cheese (CheesiesTM)",3,13,2.4,1,0.9,388,61,7,40,2,,0.05,,,21,,,,,,
"Potato chips made from dried potatoes, plain (PringlesTM)",2,11,2.6,0,0.4,184,282,16,44,0,,0,,,7,,2,,,,
"Potato chips, baked, plain",2,8,1.1,0,0.3,394,310,18,118,0,,0,,,54,,0,,,,
"Potato chips, flavoured",3,14,3.5,0,0.8,323,542,32,80,5,,0,,,22,,15,,,,
"Potato chips, plain",3,15,1.8,0,0.7,229,571,30,65,0,,0,,,9,,25,,,,
"Tortilla chips, nacho flavoured (DoritosTM)",4,13,2.5,2,0.7,354,108,41,122,12,,0,,,74,,1,,,,
"Tortilla chips, plain",3,12,2.3,0,0.7,247,92,41,96,2,,0,,,72,,0,,,,
Banana chips,,5,4.1,0,0.2,1,75,11,8,1,,0,,,3,,1,,,,
Beef jerky (22cm long),7,5,2.1,10,1.1,438,118,10,81,0,,0.2,,,4,,0,,,,
Beer nuts,8,14,2,0,0.6,2,203,54,152,0,,0,,,26,,,,,,
Bits and bites snack bites (Bits & BitesTM),4,4,1,1,2.6,263,92,24,71,2,,0.03,,,18,,,,,,
Fruit leather bar (Fruit to GoTM),,1,0.6,0,0.1,11,19,3,8,1,,0,,,4,,1,,,,
"Pretzels, hard, plain, salted",,,,0,0.2,86,7,2,6,0,,0,,,2,,0,,,,
"Pretzels, hard, plain, unsalted",5,2,0.4,0,2.2,145,73,18,57,0,,0,,,18,,0,,,,
"Rice cakes, plain",1,,0.1,0,0.1,29,26,12,32,0,,0,,,1,,0,,,,
"Sesame sticks, salted",2,5,0.9,0,0.1,208,25,6,19,0,,0,,,24,,0,,,,
"Soybeans, roasted, salted",15,11,1.6,0,1.7,71,641,63,158,4,,0,,,60,,1,,,,
"Trail mix, regular",5,11,2.1,0,1.2,87,261,60,131,,,0,,,30,,1,,,,
"Trail mix, tropical",2,6,3,0,0.9,4,252,34,66,1,,0,,,20,,3,,,,
Burrito with beans and cheese,8,6,3.4,14,1.1,583,248,40,90,49,,0.45,,,107,,1,,,,
"Burrito with beef, cheese and chilli",20,12,5.2,85,3.9,1046,333,35,158,99,,1.03,,,111,,2,,,,
Nachos with cheese,9,19,7.8,18,1.3,816,172,55,276,,,0.82,,,272,,1,,,,
Quesadilla with meat,31,38,17.3,95,3.9,1265,319,44,457,167,,1.03,,,442,,6,,,,
Taco salad,12,11,4.1,35,1.3,452,275,29,138,40,,0.58,,,92,,4,,,,
"Taco with beef, cheese, salsa + vegetables",9,9,5.2,26,1.1,366,216,32,93,,,0.48,,,101,,1,,,,
Club sandwich,32,26,5.8,76,4.5,1152,480,47,347,43,,0.48,,,152,,6,,,,
Hot chicken sandwich,40,10,3,89,4.7,1344,519,43,327,0,,0.54,,,109,,0,,,,
"Sandwich, egg salad",14,35,6.6,335,2.9,693,155,19,187,153,,0.92,,,119,,0,,,,
"Sandwich, ham",13,10,2.6,32,2.5,1132,229,25,139,49,,0.24,,,92,,3,,,,
"Sandwich, roast beef, plain",22,14,3.6,51,4.2,792,316,31,239,11,,1.22,,,54,,2,,,,
"Sandwich, salmon salad",16,16,2.9,27,2.5,818,271,31,257,27,,2.45,,,222,,1,,,,
"Sandwich, tuna salad",20,18,2.9,15,2.9,745,220,32,233,30,,1.25,,,93,,1,,,,
Caesar salad,9,29,3.7,54,2.4,644,496,33,146,498,,0.42,,,141,,42,,,,
Caesar salad with chicken,41,31,4.3,137,2.9,718,890,61,146,504,,0.76,,,147,,42,,,,
Garden Salad,1,4,0.6,0,0.3,216,135,6,16,48,,0,,,13,,4,,,,
Greek Salad,4,13,3.9,19,0.6,315,130,12,85,43,,0.36,,,121,,11,,,,
Pasta salad with vegetables,5,10,1.6,0,1.8,1273,173,25,69,98,,0,,,27,,10,,,,
Lasagna with meat (7.5cm x 9cm),22,14,7.4,50,3.2,623,428,46,280,83,,0.65,,,251,,11,,,,
"Lasagna, vegetarian (7.5cm x 9cm)",19,11,6.6,38,3.2,737,423,49,290,102,,0.21,,,304,,13,,,,
Macaroni and cheese (Kraft DinnerTM),11,17,4.1,9,2.2,784,162,36,194,165,,0.22,,,158,,,,,,
Macaroni casserole with beef and tomato soup,23,10,4,52,3.5,376,399,40,186,14,,1.3,,,31,,2,,,,
Spaghetti with cream sauce,9,2,0.9,5,2.2,111,140,34,140,33,,0.22,,,81,,,,,,
Spaghetti with meat sauce,19,14,4.5,56,4.7,1008,761,60,216,68,,0.89,,,101,,13,,,,
"Beef pot pie, commercial, individual",18,38,11.4,41,2.3,1203,293,,109,279,,,,,45,,0,,,,
Beef stew,18,4,1.6,39,2.2,604,496,33,183,132,,1.52,,,29,,9,,,,
Butter chicken,28,23,9.9,116,2.4,740,669,54,307,147,,0.44,,,125,,11,,,,
Chicken fajita,19,8,2.1,33,3.4,540,405,41,183,28,,0.09,,,52,,26,,,,
"Chicken pot pie, commercial, individual",21,29,9.5,62,3,347,349,34,195,222,,0.2,,,59,,9,,,,
Pad Thaï,15,6,0.9,68,0.9,344,258,30,56,36,,0.23,,,26,,5,,,,
Poutine,13,26,9.9,40,1.4,755,387,26,261,97,,0.38,,,282,,7,,,,
"Samosa, vegetarian",5,18,5.6,8,1.8,795,178,17,70,36,,0.06,,,33,,3,,,,
Shepherd's pie,17,17,5,41,1.9,584,766,54,213,94,,1.23,,,52,,14,,,,
Stir fry with beef,22,14,2.3,46,2.7,888,534,37,211,30,,1.77,,,45,,69,,,,
Stir fry with chicken,18,17,4,63,1.3,552,387,25,165,109,,0.19,,,27,,22,,,,
Stir fry with tofu,14,10,1.1,,1.8,493,326,36,141,72,,0.02,,,142,,20,,,,
Sushi with fish,5,,0.1,3,0.5,666,142,21,66,52,,0.11,,,20,,2,,,,
"Sushi with vegetables, no fish",2,,0.1,0,0.2,100,60,13,38,16,,,,,13,,2,,,,
Sweet and sour meatballs,26,26,10.6,95,3.3,931,409,37,243,33,,2.6,,,76,,1,,,,
"Tourtiere, homemade (20cm diam)",15,17,6.4,47,1.9,352,273,22,157,1,,0.3,,,28,,1,,,,
Brown sugar,0,0,0,0,0.1,2,16,1,1,0,,0,,,4,,0,,,,
Honey,,0,0,0,,,4,,,0,,0,,,,,,,,,
Icing sugar (powdered),0,,0,0,,,0,0,0,0,,0,,,,,0,,,,
"Sugar substitute, aspartame (EqualTM)",,0,0,0,0,0,0,0,0,0,,0,,,0,,0,,,,
"Sugar substitute, sucralose (SplendaTM)",0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,,,,
White sugar (granulated),0,0,0,0,0,0,0,0,0,0,,0,,,,,0,,,,
"Chocolate syrup, thin type",1,,0.2,0,0.8,28,89,26,51,,,0,,,6,,,,,,
Corn syrup,0,0,0,0,0.1,32,9,2,2,0,,0,,,4,,0,,,,
Maple syrup,0,,,0,0.2,2,46,4,,0,,0,,,22,,0,,,,
Molasses,0,,,0,1,8,311,51,7,0,,0,,,44,,0,,,,
Pancake syrup,0,0,0,0,,16,3,,2,0,,0,,,1,,0,,,,
Double fruit jam type spread,,,0,0,0.1,6,,,,,,,,,2,,,,,,
"Double fruit jam type spread, reduced sugar",,,0,0,0.1,3,,,,,,,,,3,,,,,,
Jams and preserves,,,,0,0.1,6,16,1,4,,,0,,,4,,2,,,,
Jelly,,,,0,,6,11,1,1,0,,0,,,1,,,,,,
Marmalade,,0,0,0,,11,7,,1,1,,0,,,8,,1,,,,
"Chocolate topping, fudge-type",2,3,1.5,1,0.6,133,174,25,65,2,,0.11,,,39,,,,,,
"Pie filling, cherry, canned",,,,0,0.1,5,26,2,4,3,,0,,,3,,1,,,,
"Spread, chocolate hazelnut (NutellaTM)",,2,0.4,0,0.3,3,27,4,10,,,0.02,,,7,,0,,,,
"Topping or spread, butterscotch",1,,,,0.1,145,35,3,20,11,,0.04,,,22,,,,,,
"Topping, strawberry",,,,0,0.1,9,22,2,2,,,0,,,3,,6,,,,
Butterscotch,,,0.1,,,21,0,,,1,,0,,,,,0,,,,
"Candy, chocolate covered, sweetened with sorbitol",1,2,1.1,1,0.1,5,30,5,17,3,,0.04,,,15,,,,,,
Caramel,2,3,2.7,3,0.1,99,86,7,46,,,0,,,56,,,,,,
Chewing gum,0,,,0,0,,0,0,0,0,,0,,,0,,0,,,,
"Chewing gum, sugarless",0,,,0,0,,0,0,0,0,,0,,,,,0,,,,
Fruit leather,,,0.1,0,0.1,44,41,3,4,1,,0,,,4,,17,,,,
"Fudge, chocolate, homemade",,2,1,2,0.3,8,22,6,12,7,,0.02,,,8,,0,,,,
"Fudge, vanilla, homemade",,1,0.6,3,,11,10,1,6,10,,0.02,,,7,,0,,,,
Gumdrops,0,0,0,0,0.1,16,2,,,0,,0,,,1,,0,,,,
Hard candy,0,,0,0,,2,0,,,0,,0,,,,,0,,,,
"Hard candy, reduced sugar",0,0,0,0,0,0,0,0,0,0,,0,,,0,,0,,,,
Jellybeans,0,,0,0,,14,10,1,1,0,,0,,,1,,0,,,,
"Licorice, strawberry (TwizzlersTM)",1,1,0,0,0.2,108,,,,0,,0,,,0,,0,,,,
Marshmallows,,,,0,,6,0,,1,0,,0,,,,,0,,,,
Sesame crunch,4,12,1.6,0,1.5,58,113,88,148,0,,0,,,229,,,,,,
SkittlesTM,,,0.1,0,,2,1,,,0,,0,,,0,,7,,,,
Toffee,,4,2.5,12,,16,6,,4,38,,0.01,,,4,,,,,,
"Almonds, chocolate covered",4,12,4.8,4,0.8,16,,,,0,,,,,64,,0,,,,
"Caramel coated cookies, chocolate covered (TwixTM)",3,14,5.2,3,0.5,112,110,19,63,13,,0.17,,,52,,,,,,
"Caramel with nuts, chocolate covered (TurtlesTM)",3,6,1.3,0,0.5,7,125,23,46,12,,0,,,22,,,,,,
"Caramel, chocolate covered (RoloTM, CaramilkTM)",3,11,7.5,6,0.2,98,98,0,37,18,,0.14,,,75,,,,,,
"Chocolate covered wafer (Kit KatTM, Coffee CrispTM)",3,11,7.5,5,0.4,23,97,16,57,10,,0.24,,,53,,0,,,,
"Chocolate malt-nougat and caramel, chocolate covered (MarsTM)",3,9,4.5,8,0.4,139,140,20,84,10,,0.19,,,75,,1,,,,
"Chocolate, candy coated (M&M'STM , SmartiesTM)",7,33,20.5,21,1.7,97,416,65,236,55,,0.41,,,165,,1,,,,
"Chocolate, semisweet, bars or chips",2,13,7.6,0,1.3,5,156,49,56,0,,0,,,14,,0,,,,
"Coconut candy, chocolate covered (BountyTM, Almond JoyTM)",2,13,8.6,2,0.6,70,124,,55,,,,,,31,,,,,,
"Fondant, chocolate covered (After EightTM)",,2,1.3,0,0.3,2,,,,,,,,,4,,0,,,,
"Fudge, caramel and nuts, chocolate covered (Oh Henry!TM)",5,14,4.2,6,0.4,144,203,32,88,6,,0.13,,,51,,,,,,
Milk chocolate and crisped rice (Nestle CrunchTM),2,11,6.1,5,0.2,53,138,23,81,8,,0.15,,,68,,,,,,
"Milk chocolate, bars or chips",4,15,7.1,12,1.2,40,186,32,104,25,,0.31,,,95,,0,,,,
Peanut butter cups (Reese'sTM),5,16,5.5,3,0.6,160,175,32,82,9,,0.29,,,40,,,,,,
"Peanuts, chocolate covered",5,13,5.8,4,0.5,16,201,38,85,14,,0.18,,,42,,0,,,,
"Raisins, chocolate covered (GlosetteTM)",,1,0.9,,0.2,4,51,5,14,2,,0.02,,,9,,,,,,
"Toffee, chocolate covered (SkorTM)",1,13,7.3,21,0.2,124,60,4,24,60,,,,,51,,,,,,
Chocolate ice milk bar (FudgesicleTM),3,,0.2,2,0.5,48,,,,,,,,,81,,1,,,,
"Frozen yogourt, chocolate",3,3,2.1,12,0.4,57,213,23,81,36,,0.06,,,91,,6,,,,
"Frozen yogourt, vanilla, soft serve",3,4,2.6,2,0.2,66,161,11,98,45,,0.22,,,109,,1,,,,
Fruit and juice bar,1,,0,0,0.1,3,41,3,5,1,,0,,,4,,7,,,,
"Ice cream cone, vanilla, chocolate covered, with nuts",5,14,5.4,25,0.8,54,208,42,117,68,,0.23,,,105,,,,,,
"Ice cream cone, vanilla, soft serve",7,7,4.3,39,0.5,116,305,22,154,90,,0.67,,,232,,2,,,,
Ice cream sandwich,3,6,3.2,20,0.6,36,122,13,63,53,,0.18,,,60,,,,,,
"Ice cream, chocolate",3,8,4.7,24,0.6,53,174,20,75,82,,0.2,,,76,,,,,,
"Ice cream, dairy free",4,16,2,0,1.2,216,64,19,59,,,0,,,36,,,,,,
"Ice cream, strawberry",2,6,3.6,20,0.1,42,131,10,70,67,,0.21,,,84,,5,,,,
"Ice cream, vanilla, low fat",5,2,1.5,11,0.1,65,205,13,113,27,,0.46,,,146,,1,,,,
"Ice cream, vanilla, low fat, aspartame sweetened",3,5,2.8,19,0.1,66,135,6,52,1,,0.36,,,93,,1,,,,
"Ice cream, vanilla, premium",4,18,11.7,104,0.4,69,178,12,119,206,,0.44,,,132,,0,,,,
"Ice cream, vanilla, regular",3,8,5.2,33,0.1,61,151,11,80,90,,0.3,,,97,,,,,,
Popsicles,0,0,0,0,0,9,3,1,0,0,,0,,,0,,0,,,,
"Sherbet, orange",1,2,0.9,0,0.1,36,75,6,31,8,,0.09,,,42,,5,,,,
"Soft serve ice cream with OreoTM cookies (BlizzardTM, McFlurryTM)",13,20,10.5,63,4.7,368,564,52,279,148,,1.12,,,386,,3,,,,
"Chocolate mousse, homemade",9,34,19.5,299,1.2,81,305,43,250,299,,1,,,205,,,,,,
"Gelatin dessert, calorie-reduced, prepared (JelloTM)",1,0,0,0,,59,1,1,84,0,,0,,,4,,0,,,,
"Gelatin dessert, prepared (JelloTM)",2,0,0,0,,107,1,1,31,0,,0,,,4,,0,,,,
Meatless breaded chicken nuggets,15,9,0.8,,2.8,288,216,9,176,,,3.68,1.4,,30,,,,,,
Meatless ground beef,16,7,1.1,,1.6,413,135,14,258,,,1.8,1.3,,22,,,,,,
Soy patty,15,6,0.8,,1.5,385,126,13,241,,,1.68,1.2,,20,,,,,,
"Tofu, regular, firm and extra firm",21,11,1.3,,2.4,26,222,56,182,,,0,,,234,,,,,,
"Tofu, silken, soft",7,4,0.5,,1.2,8,270,44,93,,,0,,,47,,,,,,
Vegetable patty,18,4,1,,3.9,411,432,70,225,,,0,,,102,,,,,,
Vegetarian luncheon meat,10,6,0.7,,1,398,112,13,248,,,2.24,1.7,,23,,,,,,
"Wiener, meatless",14,10,1.4,,1,330,69,13,241,,,1.65,1.3,,23,,,,,,
"Beans, baked, homemade",10,10,3.6,,3.7,790,670,80,204,,,0,,,114,,,,,,
"Beans, baked, plain or vegetarian, canned",9,1,0.2,,2.2,633,408,49,135,,,0,0.3,,64,,,,,,
"Beans, baked, with pork, canned",10,3,1.1,,3.2,775,578,64,202,,,0,,,99,,,,,,
"Beans, black, canned, not drained",11,1,0.1,,3.4,682,547,62,192,,,0,1.3,,62,,,,,,
